,train,val
0,TCGA-2J-AAB1,TCGA-FB-A4P5
1,TCGA-2J-AAB4,TCGA-FB-A545
2,TCGA-2J-AAB6,TCGA-FB-A5VM
3,TCGA-2J-AAB8,TCGA-FB-A78T
4,TCGA-2J-AAB9,TCGA-FB-A7DR
5,TCGA-2J-AABA,TCGA-FB-AAPP
6,TCGA-2J-AABE,TCGA-FB-AAPQ
7,TCGA-2J-AABF,TCGA-FB-AAPS
8,TCGA-2J-AABH,TCGA-FB-AAPU
9,TCGA-2J-AABI,TCGA-FB-AAPY
10,TCGA-2J-AABK,TCGA-FB-AAPZ
11,TCGA-2J-AABO,TCGA-FB-AAQ0
12,TCGA-2J-AABP,TCGA-FB-AAQ1
13,TCGA-2J-AABR,TCGA-FB-AAQ2
14,TCGA-2J-AABT,TCGA-FB-AAQ3
15,TCGA-2J-AABU,TCGA-FB-AAQ6
16,TCGA-2J-AABV,TCGA-H8-A6C1
17,TCGA-2L-AAQA,TCGA-HV-A5A3
18,TCGA-2L-AAQE,TCGA-HV-A5A4
19,TCGA-2L-AAQI,TCGA-HV-A5A5
20,TCGA-2L-AAQJ,TCGA-HV-A5A6
21,TCGA-2L-AAQL,TCGA-HV-A7OL
22,TCGA-2L-AAQM,TCGA-HV-A7OP
23,TCGA-3A-A9I5,TCGA-HV-AA8V
24,TCGA-3A-A9I7,TCGA-HV-AA8X
25,TCGA-3A-A9I9,TCGA-M8-A5N4
26,TCGA-3A-A9IB,TCGA-Q3-A5QY
27,TCGA-3A-A9IC,TCGA-Q3-AA2A
28,TCGA-3A-A9IH,TCGA-XN-A8T3
29,TCGA-3A-A9IJ,TCGA-XN-A8T5
30,TCGA-3A-A9IL,TCGA-YB-A89D
31,TCGA-3A-A9IN,TCGA-YY-A8LH
32,TCGA-3A-A9IO,
33,TCGA-3A-A9IR,
34,TCGA-3A-A9IS,
35,TCGA-3A-A9IU,
36,TCGA-3A-A9IV,
37,TCGA-3A-A9IX,
38,TCGA-3A-A9IZ,
39,TCGA-3A-A9J0,
40,TCGA-3E-AAAY,
41,TCGA-3E-AAAZ,
42,TCGA-F2-6879,
43,TCGA-F2-7273,
44,TCGA-F2-A44G,
45,TCGA-F2-A44H,
46,TCGA-F2-A7TX,
47,TCGA-F2-A8YN,
48,TCGA-H6-A45N,
49,TCGA-HZ-7289,
50,TCGA-HZ-7918,
51,TCGA-HZ-7919,
52,TCGA-HZ-7920,
53,TCGA-HZ-7922,
54,TCGA-HZ-7924,
55,TCGA-HZ-7925,
56,TCGA-HZ-7926,
57,TCGA-HZ-8001,
58,TCGA-HZ-8002,
59,TCGA-HZ-8003,
60,TCGA-HZ-8005,
61,TCGA-HZ-8315,
62,TCGA-HZ-8317,
63,TCGA-HZ-8636,
64,TCGA-HZ-8637,
65,TCGA-HZ-8638,
66,TCGA-HZ-A49G,
67,TCGA-HZ-A49H,
68,TCGA-HZ-A49I,
69,TCGA-HZ-A4BH,
70,TCGA-HZ-A4BK,
71,TCGA-HZ-A77O,
72,TCGA-HZ-A77P,
73,TCGA-HZ-A77Q,
74,TCGA-HZ-A8P1,
75,TCGA-HZ-A9TJ,
76,TCGA-IB-7644,
77,TCGA-IB-7645,
78,TCGA-IB-7646,
79,TCGA-IB-7647,
80,TCGA-IB-7649,
81,TCGA-IB-7651,
82,TCGA-IB-7652,
83,TCGA-IB-7654,
84,TCGA-IB-7885,
85,TCGA-IB-7886,
86,TCGA-IB-7887,
87,TCGA-IB-7888,
88,TCGA-IB-7889,
89,TCGA-IB-7890,
90,TCGA-IB-7891,
91,TCGA-IB-7893,
92,TCGA-IB-7897,
93,TCGA-IB-8126,
94,TCGA-IB-8127,
95,TCGA-IB-A5SO,
96,TCGA-IB-A5SP,
97,TCGA-IB-A5SQ,
98,TCGA-IB-A5SS,
99,TCGA-IB-A5ST,
100,TCGA-IB-A6UF,
101,TCGA-IB-A6UG,
102,TCGA-IB-A7LX,
103,TCGA-IB-A7M4,
104,TCGA-IB-AAUM,
105,TCGA-IB-AAUN,
106,TCGA-IB-AAUO,
107,TCGA-IB-AAUP,
108,TCGA-IB-AAUQ,
109,TCGA-IB-AAUR,
110,TCGA-IB-AAUS,
111,TCGA-IB-AAUU,
112,TCGA-IB-AAUV,
113,TCGA-IB-AAUW,
114,TCGA-LB-A7SX,
115,TCGA-LB-A8F3,
116,TCGA-LB-A9Q5,
117,TCGA-OE-A75W,
118,TCGA-PZ-A5RE,
119,TCGA-RB-A7B8,
120,TCGA-RB-AA9M,
121,TCGA-S4-A8RM,
122,TCGA-S4-A8RO,
123,TCGA-S4-A8RP,
124,TCGA-US-A774,
125,TCGA-US-A776,
126,TCGA-US-A779,
127,TCGA-US-A77E,
128,TCGA-US-A77G,
129,TCGA-XD-AAUG,
130,TCGA-XD-AAUH,
131,TCGA-XD-AAUI,
132,TCGA-XD-AAUL,
133,TCGA-Z5-AAPL,
